Index,Label,Sentence
1003,1,그러나 이민족지배형 식민지에서의 상황은 전혀 달랐다.
1004,1,"너를 다리 밑에서 주워 왔다."
1005,1,그 여자는 마당에서 절구질을 하고 있었다.
1006,1,주석에서는 으레 화제가 성 문제로 귀착함을 흔히 본다.
1007,1,우리 나라 TV에서도 스포츠 중계가 차지하는 비중은 대단히 크다.
1008,1,우리는 학교에서 일본말을 배웠다.
1009,1,물론 그의 옆에서 고승우가 손을 도와 주고 있었다.
1010,1,강사 1) 강습회 연수회 등의 모임에서 강의를 하는 사람.
1011,1,영화나 텔레비전에서도 코미디물이 많은 인기를 차지한다.
1012,1,식사는 제가 밖에서 대접하도록 해주십시오."
1013,1,그는 가야산에서 은거하며 일생을 마쳤다.
1014,1,개인의 입장에선 분명히 그렇다.
1015,1,그리고 그 안에서 한가닥 위로를 받는다.
1016,1,그러나 그들은 모두 자리에서 일어났다.
1017,1,이제 집안에서 돈 나올 구멍은 가을누에 수매대금뿐이었다.
1018,1,주로 마을의 공터나 여름철 양재천 백사장에서 놀이를 즐긴다.
1019,1,그곳에서 진우는 사과와 귤을 조금 샀다.
1020,1,"이곳에서 살고 싶었다.
1021,1,참가 신청은 축제 홈페이지(narafestival.com)에서 받는다.
1022,1,그 등장 빈도가 전라북도 지방에서는 어사 박문수와 맞먹을 정도입니다.
1023,1,형사가 학교 정문 앞에서 기다리고 있었다.
1024,1,"그놈들이 방파제에서 뭘 하고 있었을까…."
1025,1,그리스 작가 니코스 카잔차키스의 자서전에서 읽었다.
1026,1,포차 옛날 싸움에서 성을 공격할 때 쓰이던 무기.
1027,1,고향을 떠날 때 이웃집에서
1028,1,오늘 이 시점에서 이러한 고찰들은 무슨 의미가 있는가?
1029,1,저 바위 구멍에서 기다릴게."
1030,1,딸 입원시켜 놓고는 집에서 기다렸다.
1031,1,그러나 여성은 자립과 의존의 갈림길에서 갈등에 빠져 있다.
1032,1,구멍 뚫린 카드는 일찍이 직조기계에서 사용되던 것이었다.
1033,1,수입차가 국내 자동차 시장에서 돌풍을 일으키고 있다.
1034,1,"홍콩에선 두 시간밖에 시간이 없어요.
1035,1,분자나 원자 크기의 수준에서는 전자기력이 가장 크게 작용한다.
1036,1,속초고등학교 2학년 우리가 교과서에서 배운 시인 김영랑.
1037,1,장충체육관에서 대통령선거가 있었다.
1038,1,그곳에서는 고향이 바라다보였다.
1039,1,하지만 어느 곳에서도 그 방정식은 보이지 않는다.
1040,1,나와 대연이는 마당에서 놀고 있었다.
1041,1,그러나 윤재홍은 그 대목에서 완강하게 입을 다물어 버렸다.
1042,1,송유석의 진가는 여기에서 그치지 않았다.
1043,1,여기에서 자연은 여성과 같은 것이다.
1044,1,-파3홀에서 어려움을 겪었는데.
1045,1,첫날 그는 선창 마당의 이재필이네 식당 앞에서 장경철을 보았다.
1046,1,꽃샘추위 속에서 개나리 진달래 그리고 도라지꽃들이 필 것이다.
1047,1,그중에서도 치커리 같았다.
1048,1,각 역들에서도 자전거 대여업을 겸하고 있다.
1049,1,소나무의 그 냄새 속에서 자라는 것이다.
1050,1,규장각 창고에서 '조선왕조실록'을 옮겨오자.
1051,1,그리고 다시 사흘 뒤 토요일 오후에 우리는 시외버스 터미널에서 만났다.
1052,1,그러나 그의 목소리에서는 자꾸 힘이 빠져 나가고 있었다.
1053,1,수행 과정에서 이런 일이 있었다.
1054,1,오후에는 또 교무실에서 술판이 벌어졌다.
1055,1,저는 산골에서 유년을 보냈습니다.
1056,1,그리고 저 안에서 지금 실을 켜고 있는가?
1057,1,밤 9시에 우리 집에서 구역 예배를 보았다.
1058,1,내 내부에서 흥분의 불길이 일었다.
1059,1,어느 한 곳에서 모든 일이 끝나는 것이 아니었다.
1060,1,이 대목에서 노래 일발 허겠어.
1061,1,……모든 것에서 한번쯤은 놓여나고 싶었어요"
1062,1,어느 초등학교에서 앙케트 조사를 했다.
1063,1,암권의 움직임에 대한 증거들은 세계 여러 곳에서 발견된다.
1064,1,「낙원동에서 가장 싼 집」
1065,1,중간산악지대 고산지대에서 살아가는 사람들이란 뜻이다.
1066,1,현재 진행중인 재판에서 검찰측의 주장은 다음과 같다.
1067,1,7 8행에서 이 시의 심상 장치는 절정에 이른다.
1068,1,곁에서 오리나무가 입을 열었습니다.
1069,1,방파제에서 뭘 하고 있었던 것인가.
1070,1,국화과의 여러해살이풀인 세멘시나의 꽃봉오리에서 얻는다.
1071,1,밖에서 놀았다.
1072,1,── 나는 관제탑에서 자지 않아요.
1073,1,이 속에서 이 여성은 소외감만 더욱 느낄 뿐이다.
1074,1,이런 와중에서도 나는 시간제 가정교사를 재미있게 하였다.
1075,1,몸에서 신문 잉크 냄새가 물씬 났다.
1076,1,나는 그때 순간적이지만 언니 표정에서 어떤 살기를 느꼈다.
1077,1,수읽기에서 김동수가 현대를 압도한 날이었다.
1078,1,"그래 2학년 3반이 모든 면에서 제일 낫더라."
1079,1,그런데 이 대목에서 나의 마음이 걸린다.
1080,1,그러나 이 허황한 향락 생활에서 그는 깨어난다.
1081,1,엘리베이터 안에서 바다가 물었다.
1082,1,그야말로 국제 정치의 무대에선 명함이 필요 없는 인물들이다.
1083,1,어제는 다행히 서해에서 별 충돌없이 넘겼다.
1084,1,관객석 어둠 속에서 누군가가 나지막하게 탄성을 터뜨렸다.
1085,1,두 음절로 된 한자어 중에서 몇 가지의 경우
1086,1,볼쇼이 극장에서 환영 연주회가 열렸다.
1087,1,최초의 전자식 계산기는 벨연구소에서 만들어졌다.
1088,1,그것도 오랫동안 공을 들인 외교성과를 발표하는 기자회견장에서.
1089,1,영화는 그 대목에서 한숨을 쉰다.
1090,1,이 곳 지방지(地方誌)에서는 오봉루(五鳳樓)라 부른다.
1091,1,톈산 산맥 중국 북서부에서 소련령 중앙 아시아에 걸쳐 있는 산맥.
1092,1,"그럼 도대체 어쩌란 말이야 지금 상황에서."
1093,1,[그럼 방에서 놀구 있으슈.
1094,1,"쇤네는 익산고을에서 출포 나온 농투성이 명색들입죠."
1095,1,판문점에서 오랫만에 유엔사-북한군 간의 장성급회담이 열렸다.
1096,1,오늘의 톱 뉴스는 LA에서 일어난 흑인 폭동 소식이다.
1097,1,-방송국에서 출연요청이 많이 들어오지 않아요?
1098,1,그런 면에서는 장하일 역시 조금은 변한 셈이다.
1099,1,아마 집에서 어머니 몰래 훔쳐내는 것이 아닐까?
1100,1,국민이 원하는 자유민주주의 국가에서는 무엇이 필요하지……
1101,1,백두산 자락과 두만강 강역에서 아이들은 전쟁놀이를 많이 하였다.
1102,1,국민학교 6년을 음악점수 양 가에서 끝냈다.
1103,1,난 사회에서도 그 연극을 봤어.
1104,1,윤 서방이 밖에서 무어라고 소리를 질렀다.
1105,1,"오늘도 학교에서 오는 길이야?"
1106,1,"언론에서는 받아 줄 겁니다.
1107,1,이는 소수의 인원으로 구성된 소기업에서는 더욱 그렇다.
1108,1,관제 보통 엽서 정부에서 박아 낸 카드 형식의 우편물.
1109,1,중세후기로의 전환에서는 李奎報의 창조가 돋보인다.
1110,1,표준어에서 가장 기본이 되는 것은 역시 발음이다.
1111,1,나는 69년 5월20일 서울 영등포에서 태어났다.
1112,1,국회의원 선거에서의 당선자 - 차점자와는 입장이 달라야 한다.
1113,1,며칠 전 한가람 미술관에서 현대 사진 흐름전을 봤다.
1114,1,그리고 옆방에서 오래도록 그 비명이 들려왔다.
1115,1,그러나 이 농촌의 소영웅들 앞에서는 머리를 들지 못한다.
1116,1,현재 일본에서 유명한 무용가 가운데 데시카와라 사부로가 있다.
1117,1,호텔 앞에서 88택시를 탔다.
1118,1,「학교에서 문화교육이 점점 중시되어야 할 것이다.
1119,1,또 결론에서 새로운 문제를 제기하는 것은 절대로 금물이다.
1120,1,"그땐 러시아에서도 공산당원은 무서운 존재였죠.
1121,1,빵가게에서 밀가루 도매상으로 갔다.
1122,1,내가 왜 지들 마당에서 내 군불을 지필 겁니까?
1123,1,한나라당은 4일부터 방어에서 공세로 전략을 바꿨다.
1124,1,경제장관 회의에서 물가안정 대책을 세우라고(딸꾹!)
1125,1,한 지방도시의 남자고등학교 교실에서 막 3교시 수업이 끝났다.
1126,1,어느 황혼녘 강둑에서 나는 그 글을 읽었다.
1127,1,지금도 시장에서 고생하고 계시겠지요.
1128,1,수사의 엄정 중립 측면에서도 어긋난다.
1129,1,한국영화가 국제 무대에서 또 한번 개가를 올렸다.
1130,1,나는 길에서 N과 만났던 것이다.
1131,1,학교에서 집으로 돌아가는 아이들이다.
1132,1,안토니오 스트라디바리 17세기말 북이탈리아에서 살았던 바이올린 제작자지.
1133,1,골목 저쪽에서 수은등 불빛이 비쳐들어왔다.
1134,1,학교에서 독일말 가르쳤어.
1135,1,그것의 영감은 왜곡된 현실에서 온다.
1136,1,현대에서는 이명수가 그 역할을 하고 있다.
1137,1,영어로 된 글에서도 마찬가지이다.
1138,1,공처가들은 매일같이 아내 앞에서 떨어야 한다.
1139,1,육천에서 육백을 보태면 육천육백이지요?"
1140,1,보스니아 용병 아미르는 코리안 리그에서 터뜨린 2골 모두가 결승 골.
1141,1,다시 입 안에서 바람은 마음대로 논다.
1142,1,내가 로스엔젤레스에서 일할 때 그는 샌프란시스코에 있었죠.
1143,1,더 높은 곳에서 닥달이야.
1144,1,머리 속에선 연신 비판과 부정하는 사고가 쏟아졌다.
1145,1,요즘 기존의 민주노조 지도부들이 선거에서 패배하는 일이 많지.
1146,1,흰색 지프 앞쪽에서는 희미한 연기가 솟아오르고 있었지.
1147,1,하늘에서는 헤라 여신의 저주가 미치지 않기 때문이었다.
1148,1,옛날 중국에서 있었던 일이다.
1149,1,말하자면 그 연쇄방화 사건에서도 그런 냄새가 풍겼다.
1150,1,그러나 청나라에서는 이 곳을 쌍성자(雙城子)라고 불렀다.
1151,1,토종닭이 시장에서 자취를 감추어 가던 즈음이었다.
1152,1,그러나 현실의 관점에서 그것을 완전히 받아들인다.
1153,1,해변에서는 제법 후텁지근한 바닷바람이 불어왔다.
1154,1,80년대초 시골에서 당시 총리의 방문을 받았다.
1155,1,그리고 워싱턴에서 다시 여섯 시 뉴욕행 비행기를 갈아타야 했다.
1156,1,전투에서 사람이 죽는 것 또한 일상이다.
1157,1,그런데 그 핏자국이 어느 연못가에서 뚝 그쳐 있는 거야.
1158,1,학생과 전경이 대립되는 도로 한복판에서 카섹스를 하지.
1159,1,별님이는 엄마 옆에서 조용히 이야기를 듣고 있고요.
1160,1,악덕상인 앞에서 비분강개만 할 것이 아니다.
1161,1,"그럼 너 우리 집에서 같이 살자."
1162,1,그는 내 마음이라는 밭에서 반짝이는 별이야.
1163,1,그것은 외교 교섭에서 흔히 있는 일이기도 하다.
1164,1,그러나 63년 이후 연어는 라인강에서 자취를 감추었다.
1165,1,컴퓨터는 미술에서도 테레빈기름의 냄새를 조금씩 밀어내고 있다.
1166,1,순자는 이런 상황에서 예에 의한 통치를 주장하였습니다.
1167,1,그러나 헤라는 카나토스샘에서 이것을 회복할 수 있다.
1168,1,게임인 야구에서는 더욱 그렇다.
1169,1,그 미녀들의 숲속에서 필자는 전야제 MC를 했다.
1170,1,이런 상황에서 약정은 약정대로 올려야 했다.
1171,1,이 중에서 무왕의 무덤일 가능성이 높다.
1172,1,가정 2 명제에서 전제가 되는 부분.
1173,1,출장지에서의 생활은 자칫하면 불규칙해지기 쉽다.
1174,1,어디 재단에서 운영하는데 값도 싸고 시설도 훌륭하다는데요.
1175,1,저는 시댁에서 여의주를 처음 보았습니다.
1176,1,법정에선 또 한번 희비가 엇갈렸다.
1177,1,나는 그 집에서 사흘을 머물었다.
1178,1,총무님이 내 앞에서 걸음을 멈추며 말했다.
1179,1,한국에서도 유선방송의 도입으로 다매체 다채널 시대가 열렸다.
1180,1,그러나 38선에서 그만 행로가 막히고 말았다.
1181,1,그러면 사령제에서 바리 공주 신화를 읊는 까닭은 무엇일까.
1182,1,외환위기 이후 혁신은 우리나라 기업 경영에서 중요한 화두가 됐다.
1183,1,이놈의 데에선 세상 사람이 다 외로운 것인디.
1184,1,K는 호주머니에서 담뱃갑을 꺼내었다.
1185,1,겨울철 마을 공터에서 많이 노는 놀이이다.
1186,1,그것은 특수학교에서 하는 것입니다.
1187,1,그러한 환상 속에서 살고 싶었던 것이다.
1188,1,미국 조지타운대 윌리암스 칼리지에서 두 사람은 같이 학교를 다녔다.
1189,1,관세의 부과 징수 등의 사무는 세관에서 맡아 본다.
1190,1,이런 속셈에서 시비를 걸었다.
1191,1,이중에서 선전 활동을 예로 들어 보겠다.
1192,1,천년 만년 감옥보다 더한 이 방에서 살아봐라.
1193,1,1981년 10월 9일 세종문화회관에서는 한글날 기념식이 있었다.
1194,1,문 저편에서는 그러나 아무런 기척이 없었다.
1195,1,쉽게 말해서 수학에서 말하는 일차원은 선입니다.
1196,1,혹은 지난 1년 동안의 반성과 새 학년에서의 각오
1197,1,"댁에서 걱정을 하지 않겠어요."
1198,1,사타구니에서 버얼써 딸랑 소리 났지러.
1199,1,삼성전자측에서도 이를 해명하기에 여념이 없다.
1200,1,어머니는 여전히 입에서 손을 떼지 않은 채였다.
1201,1,터키에서 커피를 마실 때 한가지 주의할 점!
1202,1,딘 후보는 선거자금 모금 실적에서는 여전히 선두를 달리고 있다.
1203,1,갑자기 그들이 서 있는 바로 옆에서 빠방!
1204,1,숨골에서 하는 가장 중요한 역할은 무엇인가?
1205,1,옆에서 다른 사람들이 무심히 들여다보았다가는 엥이!
1206,1,회사 건물 앞 노점에서 파는 샌드위치가 최수진의 아침이었다.
1207,1,간장은 우리의 몸속에서 오른쪽 옆구리 갈비뼈 속에 들어 있다.
1208,1,이 점에서 민홍의 아버지에겐 여한이 없다.
1209,1,6차전에서 끝내려고 무리하지는 않을 생각이다.
1210,1,노장윤 씨는 우리 집에서 가장 연배가 높은 형님이다.
1211,1,방학은 서울에서 다 보내겠네?"
1212,1,마이크 앞에서는 누구나 떨리기 마련이다.
1213,1,중학교에서 물상을 가르치고 계신대요.
1214,1,이국땅에서 고구려의 핏줄을 본 것이다.
1215,1,아기 아버지는 병원 앞에서 발을 멈추었습니다.
1216,1,남편은 끝까지 부엌에서 나오지 않았다.
1217,1,그러나 갑동이는 방에서 돌쇠를 환하게 보고 있었다.
1218,1,다시 땅바닥에서 기게 한다.
1219,1,우리 집에서 나와 함께 살자."
1220,1,다만 언론의 사각에서 울고 있었을 뿐이다.
1221,1,종애가 수화기 저편에서 나타난다.
1222,1,이것은 우리나라에서만 이루어지고 있는 일이 아니다.
1223,1,은행의 주5일 근무제 시행도 이런 맥락에서 보고 있다.
1224,1,한쪽에서는 싸움이 벌어졌다.
1225,1,이런 일들로 단체에서 눈치가 보인다.
1226,1,부가 가치 개개의 기업이나 산업이 생산 과정에서 새로이 더한 값어치.
1227,1,그 곳에서 작업하는 인부들의 모습이 온통 새까맸다.
1228,1,환기의 중요성은 개별 가옥의 사례에서 단적으로 드러난다.
1229,1,교통사고를 낸 두 운전자가 파출소에서 한창 입씨름중이었습니다.
1230,1,바로 그 구분이 해체된 상황에서 나타나는 것이 테러니까.
1231,1,미국에서 1830 년대는 흔히 '저널리즘의 혁명기'로 불리고 있다.
1232,1,마르크스의 역사에서 사상 투쟁은 중대한 의의를 지닌다.
1233,1,신도시 사람들은 신도시에서 안 놀지만.
1234,1,모든 것이 얼어붙은 이 겨울의 한복판에서 말이야."
1235,1,모스크바에서 기차로 레닌그라드에 내렸다.
1236,1,표나 그림은 논문의 내용에서 상당히 중요한 구실을 한다.
1237,1,술은 빈의 숲에서 명물로 통하는 호이리게였다.
1238,1,대로변의 상점에서는 전쟁기념품을 팔기도 한다.
1239,1,병원에서는 급성 맹장염이라 했습니다.
1240,1,기계의 관점에서 본다면 기계어 프로그램이 가장 명확한 것이다.
1241,1,가능한 한 빨리 이 사이클에서 벗어나야 합니다.
1242,1,동현은 그 대목에서 내 얼굴을 흘끔 쳐다보았다.
1243,1,그 어둠침침한 계단에서도 그녀는 여전히 아름다웠다.
1244,1,뒤에서 영배의 등을 툭 쳤다.
1245,1,── 내 방 천장에서 소리가 나서요.
1246,1,알다시피 우리 학교는 서울시내에서 진학률이 맨 하위였잖소.
1247,1,어떤 지역에서 '여름 철학 세미나'가 열렸다.
1248,1,남 앞에서 난 척하는 것이 흠이지만 말이야.
1249,1,공연기간 중 마로니에 공연에서 장승 제작 및 전시회도 갖는다.
1250,1,물밑에서 치열한 로비전과 홍보전을 벌이고 있다.
1251,1,여기서 공중에서 외는 소리란 하느님의 말씀일 것이다.
1252,1,사무실에서도 눈에 가장 띄던 꽃.
1253,1,몬테카를로에서 가장무도회가 열렸을 때의 이야기다.
1254,1,이 강아지는 ᄀ선생 집에서 먹이고 있다.
1255,1,⑦ 농가나 어촌에서 서풍(西風)을 이르는 말.
1256,1,예리는 혁진의 대답에서 그리움의 냄새를 맡았다.
1257,1,미국에서 초기의 TV광고는 매우 조잡하게 만들어졌다.
1258,1,성의 향연은 그곳에서도 농염하게 무르익고 있다.
1259,1,창고 뒤란에서 그는 동글납작한 얼굴과 마주섰다.
1260,1,꿈에서 나는 수학 시험을 치러야 했다.
1261,1,아이젠을 분실하고 베이스 캠프에서 주저앉은 알피니스트.
1262,1,이 시험에서 점수가 상위 13% 안에 들어야 한다.
1263,1,이 충돌은 멕시코만이나 카리브해에서 일어난 것으로 추측된다.
1264,1,실업자 생활 3개월 후 백화점에서 가구를 판매하는 데 뛰어들었다.
1265,1,집에서 키운 머슴을 사랑했죠.
1266,1,그런데 당신의 고향이 있는 고국 땅 한국에서는 조용합니다.
1267,1,그의 음성에서 수혜는 온수의 따뜻한 느낌을 받았다.
1268,1,덕분에 타지에서의 생활이 외롭지 않았다.
1269,1,즉 개인의 관점에서 사회를 바라보게 되는 것이다.
1270,1,이 이야기의 주인공은 현재 과천에서 살고 있다.
1271,1,물론 이건 꼭 부정적인 의미에서 하는 말은 아니다.
1272,1,욕실에서는 강한 표백제 냄새가 났다.
1273,1,그런 의미에서 우리 악수 한번 하자."
1274,1,자연계에서 항암 물질을 발견하려는 노력도 기울이고 있다.
1275,1,그 기계에서 음악 소리가 흘러나왔습니다.
1276,1,늘 그 지점에서 남자들과 나는 갈라섰다.
1277,1,이런 남자 중에서 도대체 누가 '나'에게 흥미를 가졌었을까.
1278,1,최동식은 어둠 속에서 싱긋 웃었다.
1279,1,이와는 또 다른 면에서 사회는 변해야 한다.
1280,1,선생님 옆에서 노래부르고 싶어요."
1281,1,연애의 그리움과 감미가 결혼에서는 의무와 평범으로 바뀐다.
1282,1,세일즈 세계에서 사용되는 '아이드카스의 법칙'이 있다.
1283,1,그리고 지금은 펌에서 파트너가 되는 게 꿈이었다.
1284,1,금호생명은 올 시즌 2승을 모두 신세계전에서 챙겼다.
1285,1,아마 광주에서 가장 규모 있는 대중사우나 중 하나일 거예요.
1286,1,초가을의 햇살마저도 그 선창머리에서는 을씨년스러웠다.
1287,1,북한에서는 흔한 여름새이다.
1288,1,발리에서 이루어지는 화장장례식이에요.
1289,1,나는 아크로폴리스에서도 갈증에 시달렸다.
1290,1,"이 녀석 우물가에서 숭늉 찾는 버릇은 여전하구나."
1291,1,이 집착에서 벗어나야겠다고 결심했다.
1292,1,바닷가에서 태진이가 기다리고 있었습니다.
1293,1,이 중 어느 단계에서 예금계약이 성립하게 되는지 의문이다.
1294,1,우리 속에선 아무 가치도 없는 이빨이니까."
1295,1,이런 곳에서 공부 안하면 그게 '죄'죠."
1296,1,포옹하는 씬에서 바람이 불었어.
1297,1,며칠 전 인천에서 난초 화분이 동이 났다는 소식이다.
1298,1,동물 중에서 내가 제일 좋아하는 동물은 아옹이와 노랭이입니다.
1299,1,그때도 초등학교에서는 일년에 한두 번씩 학부형회를 했다.
1300,1,간첩사건은 남조선에서 자생적으로 일어난 사건이라는 거야.
1301,1,그리고 여기에서 공자가 얻은 해답이었던 것입니다.
1302,1,그곳에서 일하는 동양인이라고는 혼자밖에 없었다.
1303,1,기성회 - 육성회도 분교장에서 독자적으로 하는 모양이다.
1304,1,이 세상에서 가장 빠른 새는?
1305,1,마음의 불길 속에서 자기들을 잃어버린 사람들이여!
1306,1,전쟁에서 이긴 고구려는……"
1307,1,그런데 다행히도 옆집에서 감나무 한 그루를 가져왔다.
1308,1,오늘 밤은 쇤네의 집에서 묵어가야 하십니다."
1309,1,'공장에선 운동만 잘하면 왔다야.
1310,1,그리고 곳곳에서 이루어지는 매매춘 현장을 생생하게 묘사한다.
1311,1,8회 2사후 유지현과 김재현에게 연속안타 맞고 만루에서 강판.
1312,1,애들 입장에서도 그래요.
1313,1,어머니는 그 즈음에 이문 3동의 판자촌에서 살고 있었다.
1314,1,읍내에 들어오기 조금 전에 우리는 방죽 위에서 키스했다.
1315,1,이제 자주냐 동맹이냐의 이분법에서 벗어나야합니다.
1316,1,내 집에서 아이들 둘이 잠자고 있다.
1317,1,광고의 배경에서도 마찬가지의 문제점을 지적할 수 있다.
1318,1,내가 그런 생각을 머릿속에서 혼자 굴리고 있을 때였다.
1319,1,공산국가의 국기에서 흔히 보는 그런 모양 말입니다.
1320,1,어느 분야에서나 전문의가 있기 마련이다.
1321,1,그 은행나무에서는 결코 잎이 피어나지 않았다.
1322,1,그것은 직장에서 보너스가 나온 날이다.
1323,1,학교에서 상장도 받고."
1324,1,어둠 속에서 그가 속삭였다.
1325,1,서민은 그 상황 속에서 생활의 지혜를 얻었다.
1326,1,고구려에서는 그에게 초문사라는 절을 지어 주었다.
1327,1,입에서 시궁냄새가 납니다."
1328,1,사실 난 요즈음 집에서 시나리오를 쓰고 있지.
1329,1,(2) 토요일과 일요일을 주로 텔레비전 앞에서 보내는 아이.
1330,1,"사랑에서 부르시네."
1331,1,더욱 신철의 집에서 몇 번 보기도 하였다.
1332,1,"난 어젯밤 차 속에서 잠도 별로 못 잤어요.
1333,1,누군가 옆에서 중얼거렸다.
1334,1,5차전에서 역전하지 못해 6차전까지 갔다.
1335,1,학생회실 바깥에서 무수한 발자국 소리가 났다.
1336,1,이 대목에서 상상의 날개는 더욱 죽지를 편다.
1337,1,그리고 그녀의 앞에서 춤을 추던 50대 가량의 인도 남자.
1338,1,"그래? 그럼 내가 방금 번데기 앞에서 주름잡았구나."
1339,1,그의 입에서는 더이상 말도 욕설도 나오지 않았다.
1340,1,진짜로 나는 독일 여편네로 이 땅에서 살아야만 했다.
1341,1,이명수 박진만은 2차전에서 완벽하게 호흡을 맞췄다.
1342,1,내모임 레포츠 클럽 등에서 한순간을 놓치지 마세요.
1343,1,그러한 상황에서 문학은 과연 어떻게 대처해야 하는가?
1344,1,지섭은 그저 모든 걸 옆에서 지켜보고만 있었다.
1345,1,그러나 법가가 모든 면에서 다른 학파보다 뛰어나다는 뜻은 아닙니다.
1346,1,그 여인은 그날 오후 한나절을 하숙집에서 머물렀다.
1347,1,차안에서는 늘 이런 물음표들이 쏟아지기 일쑤였다.
1348,1,시청역 지하철 안에서 헤어졌다.
1349,1,발리는 여행사에서 알아서 해드릴 거구요."
1350,1,그 중에서도 엄지손가락의 운용에 의해 언어 중추가 발달한다.
1351,1,밖에서는 눈보라가 윙윙 치고 있었다.
1352,1,이곳에서 말하는 집과의 개념의 차이가 있다.
1353,1,돌배기 막내를 네살까지 그 집에서 키웠다.
1354,1,── 영화에서 본 게 따발총이냐 기관단총이지.
1355,1,그래서 거의 매일이다시피 아버지의 구멍가게에서 공술을 뜯어냈다.
1356,1,마지막 장면에서 아들은 아버지의 교과서를 아이들에게 읽어준다.
1357,1,잔 안에서 콜라가 찰랑거렸다.
1358,1,포르투갈 경기에서 그는 놀라울 정도로 여유로웠다.
1359,1,그러면 현실정치와 권력투쟁은 어디에서 일어나는가?
1360,1,알키온이라는 행성에서 시비안과 스토리안 두 종족의 전쟁이 벌어진다.
1361,1,그는 자기의 영역 속에서만 미쳐 있었다.
1362,1,송곳 할머니 아까 저어쪽 산너머에서 불이 번쩍 했어.
1363,1,대학로에서는 영화제가 열리고 있었다.
1364,1,선생들 두엇이 교문 앞에서 기다리고 있었다.
1365,1,그의 얼굴에서는 원망과 아쉬움의 기색이 떠나지 않았다.
1366,1,프랑스 혁명의 단두대에서 사라진 루이 16 세의 아우이다.
1367,1,양친 밑에서 별걱정 없이 컸다.
1368,1,영기는 방천둑 위에서 잔뜩 노려보며 말했다.
1369,1,언젠가 현순이 텔레비전에서 본 영화였다.
1370,1,한국에서도 폐암이 증가하고 있다고 한다.
1371,1,셋째 도서관에서 필요한 글감을 찾는다.
1372,1,"도대체 미래에서 어떤 일을 하는 작자래요.
1373,1,이재필이네 식당 앞에서 형부를 만났다.
1374,1,비행기 속에서 드시라고.
1375,1,재인용)라는 술회에서 너무나 잘 드러나고 있다.
1376,1,누군가가 한구석에서 불쑥 말을 꺼냈다.
1377,1,이것은 일단 지배적 위치를 점유한 집단 내에서 특히 그렇다.
1378,1,공원 옆 육교 밑에서 하모니카 불던 불쌍한 소년 형제.
1379,1,또 미군 헬기의 잔해 옆에서 환성을 올리기도 했다.
1380,1,♠전기 밥솥 *카이저 전기 밥솥 일반 가정에서 가장 많이 쓰는 전기밥솥.
1381,1,그런데 교육평론사에서 왜 내 이름을 밝혔는가?
1382,1,그럼 두 시경에 역 앞에서 만납시다.]
1383,1,저는 고향에서 일제시대 여순사건을 겪었습니다.
1384,1,남대문 시장 입구에서 차가 섰다.
1385,1,그는 정혜 결사를 조직하면서 취지문에서 이렇게 말했다.
1386,1,두 번째 영화에서 등장하는 남자도 애인에게 실연을 당한다.
1387,1,요 앞의 다방에서 기다리시오.]
1388,1,"청주에서 말씀드리겠습니다.
1389,1,오늘 청와대에서 김대중 대통령 주재로 정·재계 간담회가 열린다.
1390,1,본사에서 일하는 옛 동료들은 그럴 것이다.
1391,1,"여보 이 세상에서 누가 제일 이쁘셔요?"
1392,1,까망이는 특사에서 큰 인기였다.
1393,1,우리는 이곳에서 다시 재학습을 받았다.
1394,1,손서방도 성북동에서는 꽤 인기 있는 사람이다.
1395,1,그곳에서 편안함을 느낀다고 했다.
1396,1,깨끗한 욕조에서 수혜를 먼저 씻게 하고 싶어.
1397,1,이 미궁 안에서 일어나는 일을 모두 조정하고 계세요."
1398,1,사실 그는 친구들 사이에서 동정으로 통했다.
1399,1,전남 함평 수변공원에서 열리는 나비와 꽃을 소재로 한 이색 축제.
1400,1,그녀의 높이에서는 창이 약간 아래로 보일 것이다.
1401,1,그래서 지하철에서 거리가 먼 예식장은 부담스럽다.
1402,1,게으름뱅이 고양이는 아침부터 마루 끝에서 졸고 있습니다.
1403,1,그 사이 부엌에선 물이 설설 끓는다.
1404,1,그렇지만 그는 절대 우리 집에서까지 만용을 부리지는 않았다.
1405,1,TV에 관한 논의에서 전자 산업은 거의 언급되지 않는다.
1406,1,'홍경래 난'에서 이를 확인할 수 있다.
1407,1,밀가루를 많이 쓰는 나라에서 이용되고 있다.
1408,1,하지만 그 속에서도 꼴찌는 나와야만 했다.
1409,1,영국에서 처음 만났을 때부터…….
1410,1,스튜디오 밖에서는 온통 난리가 났다.
1411,1,1991년 7월 한 학기를 중국 연변대학에서 보냈다.
1412,1,소설이란 중국과 한국에서 아주 오래 전부터 씌어졌다.
1413,1,협회에서는 최근 벨로모빌이라는 자전거 관광회사도 만들었다.
1414,1,우린 나무그늘에서 점심을 먹었다.
1415,1,학교에서 나는 정은이와 약속을 했다.
1416,1,"공장에선 늘 이맘때 깨던걸 뭐."
1417,1,다음에서 ㉠～㉣ 중 어느 것이 맞는가?
1418,1,저희들은 고령군 개진면에서 농사를 짓는 농민들입니다.
1419,1,그 생각은 좀처럼 석순의 머리에서 사라지지 않았습니다.
1420,1,플레이오프 3차전에서는 5회도 못 채우고 강판당했다.
1421,1,그때서야 일종의 가수면상태에서 깨어났지.
1422,1,이 점에서 브레히트의 자연주의비판은 성격이 전혀 다르다.
